Feature1,Feature2,Label
-1.0554576291894107,-9.59543886124585,0
-1.5102631864164615,-9.668168033707456,0
-1.606954670926986,-9.3431087391287,0
-0.7011755619237581,-9.54388749436289,0
-7.427252765455512,0.18014621101767664,3
-1.0328367604149797,-9.141533183061435,0
-3.5985705502696193,-4.889858082076518,2
-2.086367331997966,-9.036303386667973,0
-1.3800285714506908,-8.795178374926643,0
-7.210910281196271,0.29640336644349724,3
-7.580693594880874,-0.032159797973416226,3
-0.9750851890652539,-9.591952792238637,0
-1.2693782994351483,-3.5349788559205537,1
-4.122417273914018,-4.519190966831552,2
-1.50193414852281,-8.954155308606643,0
-7.958156195074142,-0.02086814353767663,3
-4.241227324648588,-4.788910500553501,2
-7.226662297370676,0.4090713709933421,3
-7.085389356313269,-0.48850952806876846,3
-4.167211209025132,-4.850858482499242,2
-7.5485366846775594,0.5042761063628726,3
-1.1714748302398612,-9.211589601057671,0
-7.122292755239065,0.15726247509596253,3
-0.8104449937764326,-9.588892111769805,0
-0.9326439078728539,-9.192777956901185,0
-7.28851269997503,0.3813701832610373,3
-1.0302605632326682,-9.819344047783234,0
-1.4529486813840915,-9.562918950956126,0
-1.8263217208568365,-3.3839085576551495,1
-4.219483697401297,-4.755328056106498,2
-7.453458826181119,0.3620691110437596,3
-1.0954908474619465,-9.25177754100178,0
-1.2646451946711432,-3.7658668396406596,1
-3.823232869673096,-4.605736594423185,2
-1.7088758040578524,-3.4319718281237983,1
-1.2617816542731695,-9.430567047714103,0
-3.4549094953520987,-4.9618014246926725,2
-1.6325638700139424,-3.946887647944122,1
-7.210180657051646,0.27864199016559954,3
-1.4609401599236107,-9.300636408398365,0
-1.6429059104611874,-3.349009494307898,1
-1.6106097422457448,-3.547318313169476,1
-0.9708981525146803,-3.939236720304345,1
-1.6124295389188572,-3.4882386229522018,1
-1.0538459290214002,-2.876612715863275,1
-0.44691806344717233,-9.181982195455403,0
-0.6296259779121158,-3.3447765103981384,1
-3.5858849208785637,-4.349908008063164,2
-1.4259379523910214,-3.889770860731017,1
-1.8438587200180383,-3.6603962759660806,1
-4.029013932869298,-4.225084125287061,2
-1.571322962799142,-9.105010021783551,0
-0.6614917279282199,-9.82413018764607,0
-0.4842028930537975,-9.625910900834382,0
-3.9760939982883046,-4.587800262503943,2
-1.5646288084236166,-3.5548531757596193,1
-1.1869070739597185,-9.544621266842086,0
-7.02596912917398,0.19480278645013924,3
-1.4497796379995864,-9.455737635811008,0
-3.7940763235063453,-5.291487994359424,2
-4.532387230814272,-5.032455141772765,2
-1.348980469249976,-3.1045815348667274,1
-1.1815828211194364,-3.6027678567788315,1
-1.2862237160466934,-9.10547497320208,0
-7.523901669774978,0.0014787515225419545,3
-3.2947957292571344,-4.952014405463666,2
-1.619557648785663,-9.292142076809316,0
-1.3357595774217055,-3.475605206830445,1
-2.0511632334857297,-3.5751005818764696,1
-7.635129999186538,-0.04122048745066631,3
-3.7259813334631993,-4.393404888082402,2
-1.2432971965807993,-3.241572106922027,1
-1.2315794018142077,-3.371864492875223,1
-3.9622104497975683,-4.490361765668659,2
-4.111931467647848,-4.801767260128466,2
-1.2912012742803136,-9.258693362662333,0
-1.3562798632142394,-3.9012381643960987,1
-1.2732984852209082,-9.189981758685455,0
-7.531723089085468,0.4515178059106003,3
-6.845686846727,-0.004159323167544693,3
-7.105833803487692,0.29685970421060176,3
-1.1489394237509596,-3.2906554476730006,1
-1.2147554039074089,-9.031332566110535,0
-3.735788108352157,-4.391671428510504,2
-4.909072443513038,-5.022770095077186,2
-0.8670562093699377,-9.364960605527992,0
-7.165779027245469,0.706796963002553,3
-7.057702087990005,0.33374902793814415,3
-1.3233273360594147,-3.251132199929147,1
-1.748159027771304,-9.67886559394935,0
-4.123445166519931,-4.4395466525171505,2
-3.12673617017858,-4.195889057232151,2
-1.4073677991073603,-9.481274184526718,0
-7.631493610790875,0.18419181397502127,3
-1.7472431739298147,-3.8838892607235875,1
-1.5604527870981901,-3.267172045411982,1
-1.0192360238999645,-10.14545052029426,0
-1.8698041524603688,-2.9451363870696716,1
-7.29364319537685,-0.0005779893434177397,3
-1.5437766752640485,-3.4798022473842942,1
-1.302910081384044,-3.6732581315773265,1
-0.8805978617935322,-9.880107860419566,0
-6.943497491643649,-0.006375080885401563,3
-1.9766686350082332,-3.32465490124959,1
-1.332570063508595,-9.362556271838857,0
-3.8379372911521163,-5.199629787826066,2
-0.9796267159710738,-3.924633128972774,1
-7.379739462700415,0.6701376825624044,3
-7.697588633848717,-0.795499877868129,3
-1.156059033371205,-3.170015939660834,1
-1.5036507411395692,-9.778720779289795,0
-6.8319703834200505,0.04585132705682016,3
-1.4769618729154625,-2.6951496001615514,1
-1.5859442149076592,-3.598014221524869,1
-1.4003161725452027,-9.505306007568247,0
-7.394122664092019,0.33975370562191953,3
-1.3903815317781254,-10.122140718049135,0
-1.2773902013083853,-3.211492277952666,1
-6.89900465312191,0.32357541179230875,3
-3.578317829320994,-4.743243832992294,2
-4.222672509485644,-5.402059267925418,2
-1.659644184579522,-2.9218336128440345,1
-7.079972941908731,0.11793582457434199,3
-7.616400687774222,0.1915014176261845,3
-1.4473515859676727,-9.618759287714218,0
-3.882657463132219,-4.669021352941989,2
-3.933677274736147,-4.106798386822,2
-7.4707450695673066,0.7068344107972666,3
-3.0957042454387844,-4.70060214383782,2
-0.8527207832908938,-9.384633975865182,0
-2.271291425799326,-3.816219433319351,1
-1.4704131568140268,-9.582215153109795,0
-3.9617804550589244,-3.9381516727989574,2
-1.448067290638388,-9.670214142135158,0
-3.940902707305934,-4.768726755255081,2
-4.1842612477995225,-4.560018280236625,2
-7.109683984672617,-0.13465165907860133,3
-1.0592440616019458,-9.198054082491458,0
-1.1832613964902894,-3.668572987621839,1
-3.8629161312334586,-4.431850254915687,2
-1.894095034046034,-3.627999601191416,1
-7.649053106463981,-0.24180161852416926,3
-4.441170924543968,-4.839781966750667,2
-7.548062933853202,0.5697334122790784,3
-1.3385011966081422,-10.066520592086626,0
-1.524252939315819,-3.563973052597511,1
-0.9446175864680457,-9.374991356042454,0
-1.1441656234629245,-9.189153608690331,0
-3.6362678958320074,-4.697523963350346,2
-6.979333011575351,-0.04088666062863666,3
-7.515200273932041,0.49404714760929763,3
-1.7017234834812167,-10.12966531282924,0
-1.7209844952386752,-9.101939787222536,0
-3.8585674193572372,-4.564301204173196,2
-6.928496518723209,-0.40077138766914167,3
0.03467968245773956,-9.218716682702363,0
-1.723996169424745,-9.570008599722517,0
-3.308404784469546,-4.570792337684484,2
-1.34501099316596,-9.26670839925774,0
-2.0820465477610446,-3.4364271241987727,1
-1.4907813234407123,-3.1269217669446037,1
-6.954027844275783,-0.34584259874948564,3
-7.1216864472568036,0.12891257184036745,3
-1.6047940157428917,-9.082665209103563,0
-7.244225269220037,0.28016532830268537,3
-0.5356568688011464,-9.68437236428584,0
-4.159268066237462,-4.239547067462093,2
-1.1140459814279622,-9.639233735107627,0
-1.5397005119435168,-3.637322326658696,1
-1.2056933179884717,-3.6952958624264207,1
-1.1000363932830046,-9.667738005827525,0
-1.1983285274450866,-9.724199050654665,0
-1.3868986002261852,-3.6914519789198215,1
-3.9262926743363655,-5.267898484350345,2
-1.3509246588339383,-9.856885162303865,0
-7.634884400085156,0.6689703601430962,3
-3.476887768538211,-4.729910441716356,2
-3.7225980270955152,-4.488249824819933,2
-1.7391228679373354,-3.4363821878574496,1
-2.1159740168989605,-3.5623765357027843,1
-7.606483218199581,0.3625334362173291,3
-1.8025021864967201,-3.189896255619413,1
-1.3313104767244608,-3.3722404085734787,1
-1.64578664000939,-3.196406231911662,1
-1.4142832314487852,-9.523820610941932,0
-3.9491744436990124,-4.987927077965121,2
-4.329849599050752,-5.192478752952817,2
-3.9372302459766297,-4.462410004597689,2
-4.009705149171343,-4.53019330873378,2
-6.651357450338473,0.1676799013327772,3
-4.565296348008829,-4.604550775610887,2
-4.085764641359073,-4.370037871994858,2
-3.8240421430537546,-4.254496822781142,2
-0.6714564457037531,-9.667197935619683,0
-0.23058342880427696,-9.170799741029287,0
-4.127333435949519,-4.13749622145731,2
-1.3519175053165233,-3.234328546910319,1
-4.02549976634251,-4.577325309861924,2
-4.503635618406792,-4.526355097550257,2
-1.9616601026973117,-9.758955524945376,0
-3.2347901407761266,-4.4607979231260835,2
-1.9790387777203395,-9.966660886956417,0
-3.9020251756659587,-4.370581293614732,2
-1.3468871184759295,-9.437437606224586,0
-1.3906218258139966,-3.524794454649965,1
-1.4029211079367467,-9.090483279985694,0
-1.785966156290426,-3.258851439173131,1
-1.2011075544505463,-9.951483619214104,0
-4.287288112536458,-4.658155807370125,2
-7.448932393394998,0.25906420506202865,3
-1.734121333527456,-9.562043081320518,0
-1.2172978310537936,-9.761762201846958,0
-7.152091487261513,0.5336093947859823,3
-1.555822759195598,-3.9594144742043964,1
-1.3811237844568123,-9.913476036295148,0
-4.50532682690312,-4.9898098668837125,2
-4.253678325708665,-4.953887001620512,2
-1.5561296399915983,-3.307784190833149,1
-1.4928948496551442,-3.6304400190806123,1
-6.678777431513903,0.006914756408147316,3
-7.207301371190739,0.2097478649407527,3
-4.5826713250509155,-3.9561188842811394,2
-1.2893614277636616,-9.106216944061641,0
-1.6027391175793775,-3.2263253493214163,1
-4.203019622296826,-4.571217422506354,2
-1.1469749974582408,-9.499986487487583,0
-1.641020784183763,-3.209199424467945,1
-6.831471786568936,0.6753752972034761,3
-1.0899230269068114,-9.506469711405618,0
-1.654469228741548,-3.3286642876548855,1
-1.298018772175064,-3.7456912528804347,1
-3.497895363143716,-4.5346135147772655,2
-1.1780527424684253,-3.5702017168619546,1
-4.370259356783812,-4.9792339058637864,2
-4.12006632766274,-4.682080654139566,2
-1.4840123410341435,-3.442911929096202,1
-7.3713916711817635,0.1780867238893275,3
-7.138288102380519,0.03908331966482417,3
-7.289142048923432,0.17217761598316722,3
-1.8684529428026364,-3.5679934167544487,1
-7.573249600140562,0.905250471311375,3
-3.7791274850711964,-4.657506498561927,2
-1.4607398554196296,-10.149573751374566,0
-1.3609166394765748,-9.393235014585366,0
-4.282570456630849,-4.6256017702896415,2
-6.944157809040813,-0.042913761794826255,3
-1.4629513322540337,-3.8375174920335273,1
-1.6215634367705882,-9.690413329886423,0
-7.109880545577213,0.07395268959585621,3
-7.170524582388315,0.5229504004959846,3
-1.504686703682753,-2.8699590445003675,1
-4.612027144088377,-4.07411630255475,2
-1.6484228992850922,-9.61796255411586,0
-6.73524792534977,-0.4249223472259783,3
-1.5909282630977635,-9.164626505158441,0
-1.8355960675727354,-3.1979634963209618,1
-7.557508853273117,-0.037333279669070074,3
-8.057299276042064,0.174411745083564,3
-7.136930424393912,-0.12011678692703981,3
-0.8676957469641243,-9.438299215547474,0
-1.1550784315671607,-9.493481858883232,0
-7.343623199529302,-0.028467721235562515,3
-7.555971378395613,0.4316904889500217,3
-8.074251323747827,0.2590401042667309,3
-4.018502871391328,-4.1090906703940515,2
-1.6792931352755536,-9.50629016332331,0
-1.1532155063801781,-9.58215294285207,0
-1.4878476082197276,-10.2585164699596,0
-4.114928010075206,-4.127879937981488,2
-1.6025256625325874,-3.742606633792331,1
-1.449746567804931,-9.884421608358457,0
-7.827780191910668,0.21727578145070356,3
-7.69685437526637,0.7845717435888669,3
-7.83870771950332,0.1350319366631085,3
-1.4093474833480655,-9.924521336733651,0
-1.558806633448028,-9.537015007107055,0
-7.379237236486168,0.15669675893553658,3
-1.4203580016704418,-3.5178215931447134,1
-1.6097784401652617,-3.039935278788545,1
-7.524917861448884,0.47685688755165023,3
-7.544836353714403,-0.06174876635974941,3
-3.976843129689686,-4.829784433091382,2
-1.0981097672123716,-9.556509817242043,0
-3.22912611293822,-4.672823916300038,2
-2.1311257832026413,-9.510740202767185,0
-3.777858260366148,-4.605586643464815,2
-6.89807152065651,0.6960463288933669,3
-4.103817720772489,-4.5261624159615526,2
-1.2028198237174297,-3.6960775436152202,1
-1.860967940075571,-2.8626947379222916,1
-7.063954604714274,0.013379489065580064,3
-2.06266696346036,-3.3507678822628355,1
-3.37340902073902,-4.300186358071548,2
-1.8619427433257179,-8.829747383060084,0
-1.3221505771308981,-3.372965644679096,1
-1.301033054868429,-9.236318274310943,0
-2.1364813241419607,-3.9863560167507597,1
-4.001200534307911,-4.481489120202697,2
-1.3885249862892677,-9.557054253315005,0
-3.814583544347171,-4.925752119086468,2
-6.956275349926489,0.6519024010543237,3
-4.2104405609009525,-4.419849980079232,2
-4.648962645352205,-4.9619345725141315,2
-1.4752141669022527,-3.3866750732271984,1
-7.203935469963028,0.5532691760939751,3
-1.2282404195569931,-3.448515180542269,1
-1.3582936723510752,-9.95564225850256,0
-4.239175713462054,-4.789005532141837,2
-7.764913152984999,0.1667534089554825,3
-4.194245499734357,-5.069835586884324,2
-7.5072349262830445,0.05480503978007964,3
-1.468169163472282,-3.5939202286867227,1
-3.916820218950491,-4.618417624441331,2
-1.364216804304289,-3.831678594347064,1
-1.65024569172573,-9.08658426540551,0
-1.4831993348173207,-9.318788565783475,0
-6.50263741961276,0.5996798374010437,3
-1.8246483621660712,-3.3952786072803036,1
-3.646397917491952,-4.309786732358996,2
-7.4685000008432585,0.851698580700863,3
-7.083634823541803,0.36327435981323986,3
-1.8278884792950643,-3.647921525779982,1
-7.534211082857494,-0.006886130748812225,3
-6.319677173829298,-0.07060844199128008,3
-7.0481335351474925,0.08319488288425922,3
-7.270644780654507,0.4115652337289848,3
-1.5355735504558623,-9.47966486836012,0
-1.1880228620059654,-9.256051080239283,0
-3.69004501499692,-5.142324480750117,2
-4.023148885889061,-4.952883310164444,2
-7.373847480252544,-0.0005492955839928593,3
-1.157476528852704,-9.614913491082277,0
-3.692690103249631,-4.938818580435975,2
-3.8891327917105687,-4.516163832708944,2
-1.3514734208501173,-3.1854200029023616,1
-1.636358377092348,-9.398914395568594,0
-0.6730836392232026,-9.682780691697696,0
-7.429226944070669,0.8164206271211851,3
-7.172506433073848,0.2908671648935059,3
-1.4698513046419996,-9.381762088712627,0
-1.5228213110291253,-3.40672131687662,1
-4.459006520485225,-4.499170148930899,2
-3.885372814038713,-4.7031071508703866,2
-1.589250263410618,-3.1153793488127364,1
-1.7283725026996244,-9.38306719489905,0
-7.1812373927172874,0.41888030985283065,3
-1.1444792497584828,-9.4210078450206,0
-1.8307859942718556,-3.1133001708105015,1
-1.6403911669830946,-9.32515643034188,0
-0.7546892731689018,-9.381732097310262,0
-4.000045993269578,-4.861561068052825,2
-3.998620218859379,-4.944372594944502,2
-1.6344823495681287,-9.537886928643164,0
-1.6895551301333047,-3.1373129660084453,1
-7.255325723787665,0.10515601282032733,3
-3.9210554396253356,-4.517963866621502,2
-7.95598854825639,0.7990705098902701,3
-4.443797046327843,-5.198349373882404,2
-7.193155900368303,0.5930184080868346,3
-4.2551528853693545,-4.895417284470772,2
-1.7858280304095706,-3.1515957182153365,1
-7.031243853051925,0.14326926314297667,3
-1.384197989400887,-3.8599076594945028,1
-1.3774096175763457,-8.654181005661519,0
-1.5421497011972267,-9.587919928193358,0
-7.144610448645693,-0.07931311345160358,3
-1.933252936332861,-3.498341817605907,1
-1.1392357823498875,-8.763823052618744,0
-7.432128167658605,0.14948861113762643,3
-7.215373893996398,0.313291997972655,3
-4.231502708072174,-4.685350687327078,2
-1.4892352192509797,-9.030648488574181,0
-7.26564117549262,0.35275519260936006,3
-1.1980832718552112,-9.235835337040532,0
-7.160328769278885,0.0727260296798275,3
-1.1158614949809382,-9.588625483588643,0
-0.9618098505310145,-2.958480537584221,1
-1.8726608540265786,-3.9796582899285813,1
-1.336695841570327,-8.623989208290173,0
-3.6552627211729423,-4.620878544804063,2
-1.0037716849500915,-9.771037565073204,0
-7.2263944675043925,-0.01474439249207321,3
-7.4583345909553245,-0.35383048218684954,3
-3.781072650650555,-4.357613650967726,2
-3.5189474620119614,-4.94627485307817,2
-2.1898618828584526,-4.396998650720354,1
-1.7822292030279951,-3.806082272938728,1
-7.0932146316922005,0.09640106013768462,3
-1.3099252743842729,-9.438073310304231,0
-7.349247295345805,0.3408258245876006,3
-7.450347111564486,-0.18521573788336726,3
-7.247041697233772,0.1520041693815173,3
-7.627505095329379,0.7145426511817633,3
-1.619738995217793,-9.51620074709625,0
-7.5399641328217,0.603864466977788,3
-1.5499785573080402,-3.201874138889931,1
-1.2347766920940575,-9.879588624193794,0
-4.50163763829585,-4.010432181853031,2
-7.699483514269347,0.08819824316541988,3
-4.5166074847110345,-4.0611633706607275,2
-1.3370246593113357,-3.944193025233839,1
-2.397245145769512,-3.526149010249935,1
-6.980830452327333,0.47772216263096023,3
-7.022695694686982,0.7075844943117664,3
-3.9627865447753376,-4.879474664619282,2
-1.7899517403018406,-2.8148546310174765,1
-3.942786776563029,-5.0189702929450695,2
-1.9330053327531136,-9.46667359603683,0
-1.6187284909463875,-3.4060695068602778,1
-1.889907620914888,-3.0796937115743837,1
-1.2808080196910165,-9.526048765928135,0
-1.4270837109505536,-2.934462525921122,1
-1.9332873667873103,-3.475168483200806,1
-7.290808217381247,0.22552115095091366,3
-2.0818485594237313,-8.89715713715908,0
-4.250256343345182,-4.2310361543224175,2
-1.2566049070430765,-9.3771654264971,0
-1.5795800097445598,-9.246144015774505,0
-1.248262192257141,-10.250827700346726,0
-3.990240009530814,-5.545559693822289,2
-1.4607572041216033,-3.411462466332336,1
-4.514989790033189,-4.792101890559396,2
-7.481258881168141,0.046694648831113655,3
-1.2916990620964017,-3.337098259821383,1
-1.122410661627217,-3.6505796662841234,1
-1.404916151040604,-3.447338731709545,1
-1.6379314378169476,-3.397097412938864,1
-2.8622766675551423,-4.657502260304486,2
-1.3550270768814385,-10.20233465360289,0
-3.4057049416600353,-4.386493352583937,2
-1.3557254422866416,-8.979713762671171,0
-4.269601845556926,-4.6482631316404515,2
-1.502708549653939,-3.604188829105979,1
-1.1002484401935142,-3.65185237563826,1
-1.2401583903164546,-9.239394677665357,0
-4.010385528747893,-4.686444125072548,2
-1.369926068585918,-2.7577595545443225,1
-4.011415693700515,-4.7753864621248985,2
-2.098266205510271,-3.337532802144444,1
-1.4279436685690066,-9.369191045334095,0
-1.0175213708460604,-9.638005603845574,0
-0.8346203203278824,-9.829875900204833,0
-1.3437271092686982,-3.3754786865350406,1
-0.9541125021541302,-8.744714311108622,0
-4.186935057204184,-4.6069603515171655,2
-1.764721842404665,-3.3090710152131813,1
-7.411437977362424,0.13598336995895724,3
-7.832061422247364,0.2893910017416236,3
-4.052712031126334,-3.943533018659153,2
-3.616204661389338,-5.238662320219298,2
-7.596663568157353,0.6449125492311376,3
-1.8524892484050863,-2.8984751888991793,1
-4.029972643507248,-4.689993502778556,2
-4.308604067753297,-4.360195755355842,2
-4.343213793034946,-4.177535517261116,2
-6.989335559994764,0.5050833681652095,3
-1.4418279923944712,-3.6474315983050323,1
-3.9459701501712545,-4.385521107148292,2
-4.300557518955339,-4.5995912299568245,2
-1.4473912912397815,-2.7313160979557605,1
-1.378662831258493,-9.90672820914033,0
-4.07275674645321,-5.301225616208064,2
-3.4761342009862544,-4.685993913484908,2
-7.413110242602606,0.5802058196146721,3
-1.7036274253749497,-3.7343647927890395,1
-0.9363063051796312,-8.84271991460777,0
-8.004052797255483,0.40394207205463795,3
-7.38473913378003,0.35054625088900165,3
-6.791214575622062,-0.08244268940681887,3
-1.5089625707103196,-3.95086667934059,1
-1.712810477267183,-3.539191827138949,1
-0.9416588946222906,-9.211917173042453,0
-4.09015862229805,-4.781893412563754,2
-1.3721671442407972,-9.471856145568621,0
-7.043554222787552,0.01184919114603361,3
-1.4708683230434736,-3.906044137789917,1
-2.2133254606396586,-3.5941491118530595,1
-3.9304987203827473,-4.583655318836701,2
-4.020433419038375,-4.877970716316367,2
-7.459144863648063,0.6423601341807859,3
-4.023329056698154,-4.268929502951551,2
-7.00442834633818,0.09431175195035685,3
-1.3407321218678867,-9.50618533635512,0
-7.280883128751307,0.07939330855830454,3
-1.446906402735108,-3.430069828872293,1
-1.6154625972566594,-3.199236739584566,1
-1.824974285229669,-3.288722075892646,1
-4.311952619474414,-4.711313233055174,2
-3.743595282961821,-5.3768245731447815,2
-3.866300133636956,-4.860959049961371,2
-7.590652768666436,0.08779171623004148,3
-4.863235085487323,-4.971344871098604,2
-3.9077664068100146,-4.901974489807641,2
-7.616685604223886,0.28651938056397236,3
-3.9201082246101207,-4.785763613149636,2
-8.08253410667986,0.04864518753878233,3
-4.215473525982672,-4.653326677255351,2
-1.0146752593636388,-9.279676333913494,0
-7.404559938999444,0.7593009720352846,3
-1.7599213511811158,-3.559035542383308,1
-1.7365393657356059,-3.5977275093643524,1
-1.1934135798981675,-2.8855268691449387,1
-4.1974796814416955,-4.768051815641087,2
-6.999663301339243,0.0787260341345545,3
-3.7458968900076877,-5.11153830858772,2
-7.972823749881754,0.3986987761630268,3
-3.9254812684961737,-5.296249416140116,2
-4.2858524708076935,-5.029408164300263,2
-7.854098621701205,0.5353873770652304,3
-0.928738744757313,-9.8071963395452,0
-1.9354709075299128,-3.214515509426542,1
-1.0748091510182582,-9.718253561779143,0
-3.8494867956304595,-4.490300582622516,2
-3.5337377979795304,-4.721188871472317,2
-1.845256761669218,-3.9807230120030654,1
-7.549647781715814,0.4364716091366818,3
-1.4616802267157687,-3.6160600991271976,1
-7.349803451836969,0.4838002379509347,3
-4.0941309479035315,-3.899884265878174,2
-1.6321555890745165,-3.7387704364033962,1
-6.745283703887168,0.5014579428640932,3
-7.352726331396697,0.006656906558824838,3
-3.9337869060199306,-4.763994053308584,2
-7.2952058430380635,-0.4557163572005902,3
-1.472116882909376,-3.4262374216821274,1
-4.46074739291034,-5.196545292458206,2
-1.4006924508409693,-2.8631054242814753,1
-1.3016734182889338,-3.7715772969805275,1
-6.8085549607007865,0.23479384262370329,3
-1.6047301374863772,-9.838359831614213,0
-3.7425815462042538,-4.488391074189948,2
-7.534446049391978,0.7752251314565807,3
-1.1475887578209338,-9.808831593579601,0
-1.774626402178723,-3.5163542469749576,1
-3.818300233743883,-4.8631154242285906,2
-1.1297798118818496,-3.6318101656403563,1
-3.9273512035920093,-4.377301215471283,2
-1.0132738265947823,-2.985765727106201,1
-1.3405960536289656,-9.625260515671398,0
-1.4281546467917612,-3.3972274289640874,1
-1.6734977844002195,-3.4983994586645024,1
-7.3231842988445015,-0.17072577417154444,3
